du_size,batch_size,transfer_time,throughput
600,2,0.786,76071.247
600,2,0.770,77651.948
600,2,0.778,76853.470
600,2,1.085,55107.834
600,2,0.907,65922.822
600,2,1.007,59376.365
600,2,0.761,78570.302
600,2,0.773,77350.582
600,2,0.825,72475.152
600,2,1.086,55057.090
600,2,0.856,69850.467
600,2,0.757,78985.469
600,2,0.788,75878.173
600,2,0.848,70509.434
600,2,0.804,74368.159
600,2,0.890,67182.022
600,2,0.788,75878.173
600,2,0.815,73364.417
600,2,0.793,75399.748
600,2,0.790,75686.076
600,2,0.779,76754.814
600,2,0.789,75782.003
600,2,0.837,71436.081
600,2,0.774,77250.646
600,2,0.772,77450.777
600,2,0.780,76656.410
600,2,0.771,77551.232
600,2,0.821,72828.258
600,2,0.761,78570.302
600,2,0.670,89241.791
600,2,0.678,88188.791
600,2,0.720,83044.444
600,2,0.677,88319.055
600,2,0.688,86906.977
600,2,0.682,87671.554
600,2,0.684,87415.205
600,4,0.373,160300.268
600,4,0.377,158599.469
600,4,0.379,157762.533
600,4,0.409,146190.709
600,4,0.381,156934.383
600,4,0.394,151756.345
600,4,0.378,158179.894
600,4,0.378,158179.894
600,4,0.378,158179.894
600,4,0.383,156114.883
600,4,0.381,156934.383
600,4,0.398,150231.156
600,4,0.410,145834.146
600,4,0.389,153706.941
600,4,0.397,150609.572
600,4,0.437,136823.799
600,4,0.387,154501.292
600,4,0.384,155708.333
600,4,0.379,157762.533
600,4,0.381,156934.383
600,4,0.429,139375.291
600,4,0.376,159021.277
600,4,0.382,156523.560
600,4,0.387,154501.292
600,4,0.379,157762.533
600,4,0.508,117700.787
600,4,0.385,155303.896
600,4,0.769,77752.926
600,4,0.694,86155.620
600,4,0.500,119584.000
600,4,0.562,106391.459
600,4,0.624,95820.513
600,4,0.588,101687.075
600,4,0.611,97859.247
600,4,0.470,127217.021
600,4,0.416,143730.769
600,4,0.367,162920.981
600,4,0.566,105639.576
600,4,0.561,106581.105
600,4,0.425,140687.059
600,4,0.377,158599.469
600,4,0.376,159021.277
600,4,0.380,157347.368
600,4,0.382,156523.560
600,4,0.387,154501.292
600,4,0.379,157762.533
600,4,0.404,148000.000
600,4,0.382,156523.560
600,4,0.384,155708.333
600,4,0.480,124566.667
600,4,0.573,104349.040
600,4,0.639,93571.205
600,4,0.414,144425.121
600,4,0.406,147270.936
600,4,0.488,122524.590
600,4,0.475,125877.895
600,4,0.450,132871.111
600,4,0.446,134062.780
600,4,0.397,150609.572
600,4,0.414,144425.121
600,4,0.379,157762.533
600,4,0.360,166088.889
600,4,0.415,144077.108
600,4,0.484,123537.190
600,4,0.441,135582.766
600,4,0.412,145126.214
600,4,0.433,138087.760
600,4,0.415,144077.108
600,4,0.414,144425.121
600,4,0.385,155303.896
600,4,0.384,155708.333
600,4,0.424,141018.868
600,4,0.372,160731.183
600,4,0.371,161164.420
600,4,0.370,161600.000
600,4,0.372,160731.183
600,4,0.397,150609.572
600,4,0.373,160300.268
600,4,0.372,160731.183
600,4,0.374,159871.658
600,4,0.385,155303.896
600,4,0.372,160731.183
600,4,0.372,160731.183
600,4,0.371,161164.420
600,4,0.376,159021.277
600,4,0.374,159871.658
600,4,0.377,158599.469
600,4,0.393,152142.494
600,4,0.395,151372.152
600,4,0.382,156523.560
600,4,0.393,152142.494
600,4,0.483,123792.961
600,4,0.714,83742.297
600,4,0.617,96907.618
600,4,0.693,86279.942
600,4,0.614,97381.107
600,4,0.588,101687.075
600,4,0.618,96750.809
600,4,0.552,108318.841
600,4,0.551,108515.426
650,1,1.392,42954.023
650,1,1.358,44029.455
650,1,1.355,44126.937
650,1,1.546,38675.291
650,1,1.487,40209.818
650,1,1.528,39130.890
650,1,1.824,32780.702
650,1,1.782,33553.311
650,1,1.563,38254.639
650,1,1.381,43296.162
650,1,1.380,43327.536
650,1,1.588,37652.393
650,1,1.447,41321.355
650,1,1.390,43015.827
650,1,1.413,42315.640
650,1,1.354,44159.527
650,1,1.380,43327.536
650,1,1.402,42647.646
650,1,1.439,41551.077
650,1,1.499,39887.925
650,1,1.589,37628.697
650,1,1.406,42526.316
650,1,1.387,43108.868
650,1,1.578,37891.001
650,1,1.398,42769.671
650,1,1.412,42345.609
650,1,1.603,37300.062
650,1,1.551,38550.613
650,1,1.127,53054.126
650,1,1.136,52633.803
650,1,1.177,50800.340
650,1,1.185,50457.384
650,1,1.126,53101.243
650,1,1.134,52726.631
650,1,1.147,52129.032
650,1,1.145,52220.087
650,1,1.134,52726.631
650,1,1.148,52083.624
650,1,1.135,52680.176
650,1,1.132,52819.788
650,1,1.202,49743.760
650,1,1.141,52403.155
650,1,1.133,52773.169
650,1,1.145,52220.087
650,1,1.160,51544.828
650,1,1.129,52960.142
650,1,1.121,53338.091
650,1,1.150,51993.043
650,1,1.162,51456.110
650,1,1.138,52541.301
650,1,1.178,50757.216
650,1,1.187,50372.367
650,1,1.126,53101.243
650,1,1.271,47043.273
650,1,1.461,40925.394
650,1,1.454,41122.421
650,1,1.457,41037.749
650,1,1.517,39414.634
650,1,1.458,41009.602
650,1,1.483,40318.274
650,1,1.469,40702.519
650,1,1.452,41179.063
650,1,1.469,40702.519
650,1,1.466,40785.812
650,1,1.468,40730.245
650,1,1.519,39362.739
650,1,1.467,40758.010
650,1,1.484,40291.105
650,1,1.477,40482.058
650,1,1.453,41150.723
650,1,1.479,40427.316
650,1,1.461,40925.394
650,1,1.462,40897.401
650,1,1.499,39887.925
650,1,1.509,39623.592
650,1,1.468,40730.245
650,1,1.470,40674.830
650,1,1.461,40925.394
650,1,1.483,40318.274
650,1,1.465,40813.652
650,1,1.467,40758.010
650,1,1.481,40372.721
650,1,1.503,39781.770
650,1,1.473,40591.989
650,1,1.486,40236.878
650,1,1.458,41009.602
650,1,1.480,40400.000
650,1,1.470,40674.830
650,1,1.465,40813.652
650,1,1.464,40841.530
650,1,1.466,40785.812
650,1,1.497,39941.216
650,1,1.482,40345.479
650,1,1.456,41065.934
650,1,1.486,40236.878
650,1,1.830,32673.224
650,1,1.948,30694.045
650,1,1.730,34561.850
650,1,1.855,32232.884
650,1,2.080,28746.154
650,2,0.729,82019.204
650,2,0.703,85052.632
650,2,0.722,82814.404
650,2,0.716,83508.380
650,2,0.704,84931.818
650,2,0.716,83508.380
650,2,0.714,83742.297
650,2,0.721,82929.265
650,2,1.141,52403.155
650,2,0.883,67714.609
650,2,0.855,69932.164
650,2,0.870,68726.437
650,2,0.867,68964.245
650,2,0.856,69850.467
650,2,0.854,70014.052
650,2,0.868,68884.793
650,2,1.084,55158.672
650,2,0.757,78985.469
650,2,0.676,88449.704
650,2,0.615,97222.764
650,2,0.602,99322.259
650,2,0.612,97699.346
650,2,0.650,91987.692
650,2,0.640,93425.000
650,2,0.700,85417.143
650,2,0.630,94907.937
650,2,0.633,94458.136
650,2,0.636,94012.579
650,2,0.653,91565.084
650,2,0.631,94757.528
650,2,0.601,99487.521
650,2,0.600,99653.333
650,2,0.668,89508.982
650,2,0.628,95210.191
650,2,0.625,95667.200
650,2,0.686,87160.350
650,2,0.681,87800.294
650,2,0.615,97222.764
650,2,0.648,92271.605
650,2,0.689,86780.842
650,2,0.629,95058.824
650,2,0.703,85052.632
650,2,0.621,96283.414
650,2,0.632,94607.595
650,2,0.635,94160.630
650,2,0.620,96438.710
650,2,0.631,94757.528
650,2,0.660,90593.939
650,2,0.671,89108.793
650,2,0.709,84332.863
650,2,0.657,91007.610
650,2,0.671,89108.793
650,2,0.692,86404.624
650,2,0.690,86655.072
650,2,0.606,98666.667
650,2,0.681,87800.294
650,2,0.675,88580.741
650,2,0.613,97539.967
650,2,0.673,88843.982
650,2,0.637,93864.992
650,2,0.598,99986.622
650,2,0.601,99487.521
650,2,0.600,99653.333
650,2,0.604,98993.377
650,2,0.608,98342.105
650,2,0.636,94012.579
650,2,0.638,93717.868
650,2,0.610,98019.672
650,2,0.615,97222.764
650,2,0.624,95820.513
650,2,0.632,94607.595
650,2,0.637,93864.992
650,2,0.654,91425.076
650,2,0.642,93133.956
650,2,0.831,71951.865
650,2,1.109,53915.239
650,2,0.915,65346.448
650,2,0.849,70426.384
650,2,0.854,70014.052
650,2,0.842,71011.876
650,2,0.946,63205.074
650,2,1.012,59083.004
650,2,0.932,64154.506
650,2,1.115,53625.112
650,2,1.038,57603.083
650,2,0.987,60579.534
650,2,1.001,59732.268
650,2,0.863,69283.893
650,2,0.700,85417.143
650,2,0.729,82019.204
650,2,0.714,83742.297
650,2,0.717,83391.911
650,2,0.833,71779.112
650,2,0.765,78159.477
650,2,0.751,79616.511
650,2,0.695,86031.655
650,2,0.671,89108.793
650,2,0.658,90869.301
650,2,0.623,95974.318
650,2,0.605,98829.752
650,4,0.385,155303.896
650,4,0.364,164263.736
650,4,0.341,175343.109
650,4,0.353,169382.436
650,4,0.343,174320.700
650,4,0.345,173310.145
650,4,0.341,175343.109
650,4,0.340,175858.824
650,4,0.348,171816.092
650,4,0.372,160731.183
650,4,0.349,171323.782
650,4,0.350,170834.286
650,4,0.362,165171.271
650,4,0.351,170347.578
650,4,0.350,170834.286
650,4,0.351,170347.578
650,4,0.355,168428.169
650,4,0.377,158599.469
650,4,0.358,167016.760
650,4,0.354,168903.955
650,4,0.367,162920.981
650,4,0.365,163813.699
650,4,0.360,166088.889
650,4,0.385,155303.896
650,4,0.357,167484.594
650,4,0.355,168428.169
650,4,0.379,157762.533
650,4,0.359,166551.532
650,4,0.357,167484.594
650,4,0.360,166088.889
650,4,0.361,165628.809
650,4,0.361,165628.809
650,4,0.359,166551.532
650,4,0.357,167484.594
650,4,0.395,151372.152
650,4,0.357,167484.594
650,4,0.358,167016.760
650,4,0.361,165628.809
650,4,0.357,167484.594
650,4,0.360,166088.889
650,4,0.362,165171.271
650,4,0.366,163366.120
650,4,0.365,163813.699
650,4,0.396,150989.899
650,4,0.367,162920.981
650,4,0.355,168428.169
650,4,0.373,160300.268
650,4,0.366,163366.120
650,4,0.371,161164.420
650,4,0.358,167016.760
650,4,0.365,163813.699
650,4,0.364,164263.736
650,4,0.429,139375.291
650,4,0.364,164263.736
650,4,0.345,173310.145
650,4,0.373,160300.268
650,4,0.348,171816.092
650,4,0.344,173813.953
650,4,0.345,173310.145
650,4,0.361,165628.809
650,4,0.393,152142.494
650,4,0.360,166088.889
650,4,0.359,166551.532
650,4,0.349,171323.782
650,4,0.349,171323.782
650,4,0.348,171816.092
650,4,0.372,160731.183
650,4,0.351,170347.578
650,4,0.354,168903.955
650,4,0.371,161164.420
650,4,0.360,166088.889
650,4,0.357,167484.594
650,4,0.353,169382.436
650,4,0.359,166551.532
650,4,0.359,166551.532
650,4,0.400,149480.000
650,4,0.355,168428.169
650,4,0.568,105267.606
650,4,0.361,165628.809
650,4,0.365,163813.699
650,4,0.448,133464.286
650,4,0.428,139700.935
650,4,0.405,147634.568
650,4,0.383,156114.883
650,4,0.368,162478.261
650,4,0.356,167955.056
650,4,0.386,154901.554
650,4,0.352,169863.636
650,4,0.346,172809.249
650,4,0.354,168903.955
650,4,0.348,171816.092
650,4,0.344,173813.953
650,4,0.344,173813.953
650,4,0.348,171816.092
650,4,0.365,163813.699
650,4,0.348,171816.092
650,4,0.351,170347.578
650,4,0.370,161600.000
650,4,0.348,171816.092
650,4,0.370,161600.000
700,1,1.063,56248.354
700,1,1.059,56460.812
700,1,1.083,55209.603
700,1,1.103,54208.522
700,1,1.067,56037.488
700,1,1.082,55260.628
700,1,1.121,53338.091
700,1,1.075,55620.465
700,1,1.096,54554.745
700,1,1.078,55465.677
700,1,1.181,50628.281
700,1,1.780,33591.011
700,1,1.416,42225.989
700,1,1.370,43643.796
700,1,1.624,36817.734
700,1,1.438,41579.972
700,1,1.428,41871.148
700,1,1.432,41754.190
700,1,1.497,39941.216
700,1,1.401,42678.087
700,1,1.711,34945.646
700,1,1.361,43932.403
700,1,1.523,39259.357
700,1,1.441,41493.407
700,1,1.429,41841.847
700,1,1.443,41435.897
700,1,1.456,41065.934
700,1,1.423,42018.271
700,1,1.509,39623.592
700,1,1.487,40209.818
700,1,1.450,41235.862
700,1,1.436,41637.883
700,1,1.435,41666.899
700,1,1.446,41349.931
700,1,1.472,40619.565
700,1,1.434,41695.955
700,1,1.428,41871.148
700,1,1.518,39388.669
700,1,1.440,41522.222
700,1,1.453,41150.723
700,1,1.454,41122.421
700,1,1.439,41551.077
700,1,1.444,41407.202
700,1,1.437,41608.907
700,1,1.436,41637.883
700,1,1.508,39649.867
700,1,1.442,41464.632
700,1,1.445,41378.547
700,1,1.456,41065.934
700,1,1.443,41435.897
700,1,1.458,41009.602
700,1,1.434,41695.955
700,1,1.439,41551.077
700,1,1.452,41179.063
700,1,1.501,39834.777
700,1,1.438,41579.972
700,1,1.448,41292.818
700,1,1.463,40869.446
700,1,1.459,40981.494
700,1,1.709,34986.542
700,1,1.591,37581.395
700,1,1.448,41292.818
700,1,1.505,39728.904
700,1,1.429,41841.847
700,1,1.450,41235.862
700,1,1.437,41608.907
700,1,1.438,41579.972
700,1,1.794,33328.874
700,1,1.927,31028.542
700,1,2.194,27252.507
700,1,2.192,27277.372
700,1,2.286,26155.731
700,1,2.209,27067.451
700,1,2.170,27553.917
700,1,1.917,31190.402
700,1,1.958,30537.283
700,1,2.157,27719.981
700,1,1.964,30443.992
700,1,2.217,26969.779
700,1,2.192,27277.372
700,1,2.303,25962.657
700,1,2.194,27252.507
700,1,2.216,26981.949
700,1,2.211,27042.967
700,1,2.188,27327.239
700,1,2.200,27178.182
700,1,2.187,27339.735
700,1,2.204,27128.857
700,1,2.275,26282.198
700,1,2.202,27153.497
700,1,2.189,27314.756
700,1,2.214,27006.323
700,1,2.086,28663.471
700,1,1.438,41579.972
700,1,1.449,41264.320
700,1,1.452,41179.063
700,1,1.440,41522.222
700,1,1.507,39676.178
700,1,1.468,40730.245
700,1,1.434,41695.955
700,2,0.821,72828.258
700,2,0.831,71951.865
700,2,0.808,74000.000
700,2,0.806,74183.623
700,2,0.806,74183.623
700,2,0.877,68177.879
700,2,0.822,72739.659
700,2,0.809,73908.529
700,2,0.804,74368.159
700,2,0.802,74553.616
700,2,0.806,74183.623
700,2,0.818,73095.355
700,2,0.817,73184.823
700,2,0.808,74000.000
700,2,0.860,69525.581
700,2,0.845,70759.763
700,2,0.991,60335.015
700,2,0.924,64709.957
700,2,0.935,63948.663
700,2,0.955,62609.424
700,2,1.180,50671.186
700,2,1.232,48532.468
700,2,1.218,49090.312
700,2,1.125,53148.444
700,2,0.971,61577.755
700,2,0.806,74183.623
700,2,0.804,74368.159
700,2,0.811,73726.264
700,2,0.830,72038.554
700,2,1.029,58106.900
700,2,0.942,63473.461
700,2,1.731,34541.883
700,2,1.416,42225.989
700,2,1.124,53195.730
700,2,1.024,58390.625
700,2,1.079,55414.272
700,2,1.033,57881.897
700,2,1.176,50843.537
700,2,1.198,49909.850
700,2,1.320,45296.970
700,2,1.185,50457.384
700,2,1.206,49578.773
700,2,1.200,49826.667
700,2,1.204,49661.130
700,2,1.237,48336.297
700,2,1.293,46242.846
700,2,0.981,60950.051
700,2,0.952,62806.723
700,2,1.246,47987.159
700,2,1.184,50500.000
700,2,1.195,50035.146
700,2,1.122,53290.553
700,2,1.044,57272.031
700,2,1.210,49414.876
700,2,1.218,49090.312
700,2,1.253,47719.074
700,2,1.305,45817.625
700,2,1.054,56728.653
700,2,1.141,52403.155
700,2,1.229,48650.936
700,2,1.226,48769.984
700,2,1.232,48532.468
700,2,1.221,48969.697
700,2,1.219,49050.041
700,2,1.236,48375.405
700,2,1.202,49743.760
700,2,1.060,56407.547
700,2,1.222,48929.624
700,2,1.273,46969.364
700,2,1.223,48889.616
700,2,1.213,49292.663
700,2,1.229,48650.936
700,2,1.218,49090.312
700,2,1.292,46278.638
700,2,1.235,48414.575
700,2,1.221,48969.697
700,2,1.216,49171.053
700,2,1.231,48571.893
700,2,1.222,48929.624
700,2,1.220,49009.836
700,2,1.212,49333.333
700,2,1.268,47154.574
700,2,1.180,50671.186
700,2,0.943,63406.151
700,2,1.098,54455.373
700,2,1.214,49252.059
700,2,1.219,49050.041
700,2,1.239,48258.273
700,2,1.218,49090.312
700,2,1.064,56195.489
700,2,1.178,50757.216
700,2,1.233,48493.106
700,2,1.219,49050.041
700,2,1.218,49090.312
700,2,1.240,48219.355
700,2,1.220,49009.836
700,2,1.218,49090.312
700,2,1.242,48141.707
700,2,1.252,47757.188
700,2,1.347,44389.013
700,4,0.624,95820.513
700,4,0.683,87543.192
700,4,0.651,91846.390
700,4,0.650,91987.692
700,4,0.869,68805.524
700,4,0.927,64500.539
700,4,0.939,63676.251
700,4,0.771,77551.232
700,4,0.842,71011.876
700,4,0.919,65062.024
700,4,0.931,64223.416
700,4,0.915,65346.448
700,4,0.930,64292.473
700,4,0.883,67714.609
700,4,1.299,46029.253
700,4,0.973,61451.182
700,4,1.076,55568.773
700,4,0.913,65489.595
700,4,0.955,62609.424
700,4,0.892,67031.390
700,4,0.922,64850.325
700,4,0.916,65275.109
700,4,0.901,66361.820
700,4,1.111,53818.182
700,4,0.919,65062.024
700,4,1.021,58562.194
700,4,0.935,63948.663
700,4,0.921,64920.738
700,4,0.916,65275.109
700,4,0.921,64920.738
700,4,1.045,57217.225
700,4,0.907,65922.822
700,4,0.913,65489.595
700,4,1.021,58562.194
700,4,0.914,65417.943
700,4,0.930,64292.473
700,4,1.520,39336.842
700,4,0.982,60887.984
700,4,0.936,63880.342
700,4,0.897,66657.748
700,4,0.936,63880.342
700,4,0.909,65777.778
700,4,1.034,57825.919
700,4,0.890,67182.022
700,4,0.870,68726.437
700,4,0.883,67714.609
700,4,0.939,63676.251
700,4,0.974,61388.090
700,4,0.904,66141.593
700,4,0.919,65062.024
700,4,1.025,58333.659
700,4,0.954,62675.052
700,4,0.915,65346.448
700,4,0.953,62740.818
700,4,0.936,63880.342
700,4,0.995,60092.462
700,4,0.886,67485.327
700,4,0.915,65346.448
700,4,0.891,67106.622
700,4,1.039,57547.642
700,4,0.894,66881.432
700,4,0.906,65995.585
700,4,0.888,67333.333
700,4,0.957,62478.579
700,4,0.928,64431.034
700,4,0.903,66214.839
700,4,0.920,64991.304
700,4,1.023,58447.703
700,4,0.941,63540.914
700,4,1.111,53818.182
700,4,0.507,117932.939
700,4,0.508,117700.787
700,4,0.504,118634.921
700,4,0.515,116100.971
700,4,0.504,118634.921
700,4,0.498,120064.257
700,4,0.578,103446.367
700,4,0.502,119107.570
700,4,0.498,120064.257
700,4,0.503,118870.775
700,4,0.500,119584.000
700,4,0.510,117239.216
700,4,0.685,87287.591
700,4,0.494,121036.437
700,4,0.555,107733.333
700,4,0.506,118166.008
700,4,0.501,119345.309
700,4,0.504,118634.921
700,4,0.535,111760.748
700,4,0.503,118870.775
700,4,0.501,119345.309
700,4,0.435,137452.874
700,4,0.500,119584.000
700,4,0.549,108910.747
700,4,0.504,118634.921
700,4,0.501,119345.309
700,4,0.518,115428.571
700,4,0.504,118634.921
700,4,0.501,119345.309
700,4,0.505,118400.000
750,1,1.346,44421.991
750,1,1.395,42861.649
750,1,1.352,44224.852
750,1,1.343,44521.221
750,1,1.377,43421.932
750,1,1.353,44192.166
750,1,1.345,44455.019
750,1,1.374,43516.739
750,1,1.355,44126.937
750,1,1.626,36772.448
750,1,1.666,35889.556
750,1,1.651,36215.627
750,1,2.061,29011.160
750,1,2.041,29295.443
750,1,1.323,45194.255
750,1,1.277,46822.240
750,1,1.299,46029.253
750,1,1.290,46350.388
750,1,1.516,39440.633
750,1,1.334,44821.589
750,1,1.259,47491.660
750,1,1.293,46242.846
750,1,1.281,46676.034
750,1,1.523,39259.357
750,1,1.777,33647.721
750,1,1.629,36704.727
750,1,1.561,38303.652
750,1,2.039,29324.179
750,1,2.012,29717.694
750,1,1.870,31974.332
750,1,1.959,30521.695
750,1,1.833,32619.749
750,1,1.771,33761.717
750,1,1.159,51589.301
750,1,1.112,53769.784
750,1,1.669,35825.045
750,1,1.998,29925.926
750,1,1.477,40482.058
750,1,1.270,47080.315
750,1,1.265,47266.403
750,1,1.284,46566.978
750,1,1.290,46350.388
750,1,1.295,46171.429
750,1,1.320,45296.970
750,1,1.374,43516.739
750,1,1.317,45400.152
750,1,1.414,42285.714
750,1,1.661,35997.592
750,1,1.658,36062.726
750,1,1.807,33089.098
750,1,1.766,33857.305
750,1,1.970,30351.269
750,1,1.933,30932.230
750,1,2.086,28663.471
750,1,1.932,30948.240
750,1,1.889,31652.726
750,1,1.629,36704.727
750,1,2.192,27277.372
750,1,1.873,31923.118
750,1,2.182,27402.383
750,1,2.443,24474.826
750,1,2.426,24646.331
750,1,2.268,26363.316
750,1,2.132,28045.028
750,1,1.536,38927.083
750,1,1.421,42077.410
750,1,1.394,42892.396
750,1,1.401,42678.087
750,1,1.313,45538.462
750,1,1.310,45642.748
750,1,1.324,45160.121
750,1,1.299,46029.253
750,1,1.734,34482.122
750,1,1.719,34783.013
750,1,1.687,35442.798
750,1,1.825,32762.740
750,1,1.795,33310.306
750,1,1.576,37939.086
750,1,1.859,32163.529
750,1,1.794,33328.874
750,1,1.814,32961.411
750,1,1.808,33070.796
750,1,1.812,32997.792
750,1,1.795,33310.306
750,1,1.850,32320.000
750,1,1.802,33180.910
750,1,1.812,32997.792
750,1,1.808,33070.796
750,1,2.002,29866.134
750,1,1.843,32442.756
750,1,1.847,32372.496
750,1,1.802,33180.910
750,1,1.817,32906.990
750,1,1.860,32146.237
750,1,1.937,30868.353
750,1,1.815,32943.251
750,1,1.826,32744.797
750,1,1.834,32601.963
750,1,1.732,34521.940
750,1,1.836,32566.449
750,2,0.945,63271.958
750,2,1.009,59258.672
750,2,0.973,61451.182
750,2,0.953,62740.818
750,2,0.922,64850.325
750,2,0.921,64920.738
750,2,0.948,63071.730
750,2,0.944,63338.983
750,2,0.943,63406.151
750,2,0.945,63271.958
750,2,0.991,60335.015
750,2,0.965,61960.622
750,2,0.945,63271.958
750,2,0.947,63138.332
750,2,0.926,64570.194
750,2,1.155,51767.965
750,2,0.898,66583.519
750,2,0.978,61137.014
750,2,1.006,59435.388
750,2,1.241,48180.500
750,2,0.958,62413.361
750,2,1.002,59672.655
750,2,1.024,58390.625
750,2,0.946,63205.074
750,2,0.802,74553.616
750,2,0.841,71096.314
750,2,0.903,66214.839
750,2,1.085,55107.834
750,2,1.150,51993.043
750,2,1.232,48532.468
750,2,0.946,63205.074
750,2,0.799,74833.542
750,2,0.782,76460.358
750,2,0.882,67791.383
750,2,0.940,63608.511
750,2,1.034,57825.919
750,2,1.124,53195.730
750,2,0.880,67945.455
750,2,0.907,65922.822
750,2,0.965,61960.622
750,2,0.896,66732.143
750,2,0.906,65995.585
750,2,0.903,66214.839
750,2,0.921,64920.738
750,2,0.951,62872.766
750,2,0.904,66141.593
750,2,0.915,65346.448
750,2,0.930,64292.473
750,2,0.931,64223.416
750,2,0.941,63540.914
750,2,1.104,54159.420
750,2,1.002,59672.655
750,2,1.040,57492.308
750,2,1.021,58562.194
750,2,1.036,57714.286
750,2,1.047,57107.927
750,2,0.984,60764.228
750,2,1.155,51767.965
750,2,1.172,51017.065
750,2,0.958,62413.361
750,2,0.941,63540.914
750,2,1.001,59732.268
750,2,0.900,66435.556
750,2,0.824,72563.107
750,2,0.800,74740.000
750,2,0.963,62089.304
750,2,0.990,60395.960
750,2,1.070,55880.374
750,2,1.143,52311.461
750,2,0.939,63676.251
750,2,0.982,60887.984
750,2,0.958,62413.361
750,2,0.934,64017.131
750,2,0.942,63473.461
750,2,0.943,63406.151
750,2,0.974,61388.090
750,2,0.940,63608.511
750,2,0.944,63338.983
750,2,0.978,61137.014
750,2,0.955,62609.424
750,2,0.939,63676.251
750,2,0.944,63338.983
750,2,1.198,49909.850
750,2,0.929,64361.679
750,2,0.834,71693.046
750,2,0.809,73908.529
750,2,0.900,66435.556
750,2,1.010,59200.000
750,2,0.941,63540.914
750,2,0.951,62872.766
750,2,0.945,63271.958
750,2,0.943,63406.151
750,2,0.979,61074.566
750,2,0.978,61137.014
750,2,0.965,61960.622
750,2,1.018,58734.774
750,2,0.952,62806.723
750,2,0.950,62938.947
750,2,0.949,63005.269
750,2,0.945,63271.958
750,4,0.641,93279.251
750,4,0.670,89241.791
750,4,0.645,92700.775
750,4,0.629,95058.824
750,4,0.688,86906.977
750,4,0.633,94458.136
750,4,0.682,87671.554
750,4,0.639,93571.205
750,4,0.648,92271.605
750,4,0.642,93133.956
750,4,0.626,95514.377
750,4,0.634,94309.148
750,4,0.679,88058.910
750,4,0.633,94458.136
750,4,0.642,93133.956
750,4,0.649,92129.430
750,4,0.652,91705.521
750,4,0.809,73908.529
750,4,0.915,65346.448
750,4,0.630,94907.937
750,4,0.632,94607.595
750,4,0.656,91146.341
750,4,0.611,97859.247
750,4,0.659,90731.411
750,4,0.656,91146.341
750,4,0.670,89241.791
750,4,0.610,98019.672
750,4,0.617,96907.618
750,4,0.647,92414.219
750,4,0.702,85173.789
750,4,0.769,77752.926
750,4,0.651,91846.390
750,4,0.597,100154.104
750,4,0.619,96594.507
750,4,0.628,95210.191
750,4,0.658,90869.301
750,4,0.644,92844.720
750,4,0.655,91285.496
750,4,0.749,79829.105
750,4,0.693,86279.942
750,4,0.622,96128.617
750,4,0.674,88712.166
750,4,0.633,94458.136
750,4,0.642,93133.956
750,4,0.699,85539.342
750,4,0.641,93279.251
750,4,0.614,97381.107
750,4,0.684,87415.205
750,4,0.659,90731.411
750,4,0.634,94309.148
750,4,0.722,82814.404
750,4,0.829,72125.452
750,4,0.901,66361.820
750,4,0.697,85784.792
750,4,0.628,95210.191
750,4,0.651,91846.390
750,4,0.716,83508.380
750,4,0.702,85173.789
750,4,0.664,90048.193
750,4,0.591,101170.897
750,4,0.584,102383.562
750,4,0.585,102208.547
750,4,0.602,99322.259
750,4,0.597,100154.104
750,4,0.643,92989.114
750,4,0.642,93133.956
750,4,0.611,97859.247
750,4,0.609,98180.624
750,4,0.640,93425.000
750,4,0.639,93571.205
750,4,0.664,90048.193
750,4,0.638,93717.868
750,4,0.731,81794.802
750,4,0.613,97539.967
750,4,0.541,110521.257
750,4,0.495,120791.919
750,4,0.459,130265.795
750,4,0.501,119345.309
750,4,0.485,123282.474
750,4,0.501,119345.309
750,4,0.405,147634.568
750,4,0.461,129700.651
750,4,0.389,153706.941
750,4,0.354,168903.955
750,4,0.375,159445.333
750,4,0.373,160300.268
750,4,0.389,153706.941
750,4,0.379,157762.533
750,4,0.392,152530.612
750,4,0.397,150609.572
750,4,0.387,154501.292
750,4,0.373,160300.268
750,4,0.374,159871.658
750,4,0.379,157762.533
750,4,0.372,160731.183
750,4,0.377,158599.469
750,4,0.396,150989.899
750,4,0.378,158179.894
750,4,0.417,143386.091
750,4,0.387,154501.292
800,1,1.246,47987.159
800,1,1.249,47871.898
800,1,1.272,47006.289
800,1,1.251,47795.364
800,1,1.287,46458.430
800,1,1.276,46858.934
800,1,1.283,46603.274
800,1,1.242,48141.707
800,1,1.261,47416.336
800,1,1.384,43202.312
800,1,1.525,39207.869
800,1,1.248,47910.256
800,1,1.263,47341.251
800,1,1.210,49414.876
800,1,1.269,47117.415
800,1,1.305,45817.625
800,1,1.245,48025.703
800,1,1.289,46386.346
800,1,1.426,41929.874
800,1,1.338,44687.593
800,1,1.380,43327.536
800,1,1.433,41725.052
800,1,1.287,46458.430
800,1,1.463,40869.446
800,1,1.242,48141.707
800,1,1.212,49333.333
800,1,1.253,47719.074
800,1,1.210,49414.876
800,1,1.231,48571.893
800,1,1.256,47605.096
800,1,1.532,39028.721
800,1,1.931,30964.267
800,1,1.945,30741.388
800,1,1.809,33052.515
800,1,1.737,34422.568
800,1,1.714,34884.481
800,1,1.744,34284.404
800,1,1.744,34284.404
800,1,1.847,32372.496
